,x4_Av,x13_2fmCon,x4_Gd,BsmtFullBath,FullBath,Fireplaces,OpenPorchSF,LotArea,x9_1.5Fin,isNew,LotFrontage_median,x9_2Story,x5_Grav,x13_Twnhs,x10_PConc,WoodDeckSF,hasGarage,x3_GdWo,firstFlrSF,x7_Inside,x4_No,TotRmsAbvGrd,x10_BrkTil,x7_CulDSac,x12_Y,YearRemodAdd,GarageArea,x6_FuseF,x3_MnPrv,x6_SBrkr,HalfBath
515,0.0,0.0,0.0,1,2,0.0,112.0,8125.0,0.0,True,65.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1112.0,1.0,1.0,7.0,0.0,0.0,1.0,2,438.0,0.0,0.0,1.0,0
516,0.0,0.0,0.0,1,2,1.0,59.0,5664.0,0.0,False,40.0,0.0,0.0,0.0,1.0,212.0,True,0.0,1659.0,1.0,1.0,5.0,0.0,0.0,1.0,9,499.0,0.0,0.0,1.0,0
517,0.0,0.0,0.0,0,2,0.0,44.0,13517.0,0.0,False,70.0,1.0,0.0,0.0,0.0,0.0,True,0.0,725.0,0.0,1.0,6.0,0.0,1.0,1.0,5,475.0,0.0,0.0,1.0,1
518,0.0,0.0,0.0,0,2,1.0,112.0,11751.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,1.0,1.0,7.0,0.0,0.0,1.0,33,546.0,0.0,1.0,1.0,0
519,1.0,0.0,0.0,0,1,0.0,0.0,10780.0,0.0,False,55.0,0.0,0.0,0.0,0.0,0.0,True,0.0,954.0,1.0,0.0,6.0,0.0,0.0,1.0,30,576.0,0.0,0.0,1.0,0
520,0.0,0.0,0.0,0,1,1.0,112.0,7642.0,1.0,False,55.0,0.0,0.0,0.0,0.0,0.0,True,0.0,912.0,0.0,1.0,7.0,1.0,0.0,1.0,9,216.0,0.0,0.0,1.0,1
521,0.0,0.0,0.0,0,1,0.0,0.0,5330.0,0.0,False,50.0,0.0,0.0,0.0,0.0,164.0,False,0.0,708.0,1.0,1.0,5.0,0.0,0.0,1.0,59,0.0,0.0,0.0,1.0,0
522,0.0,0.0,0.0,0,2,1.0,90.0,12704.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,1.0,1.0,8.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,1
523,0.0,0.0,0.0,1,2,0.0,112.0,9337.0,0.0,False,69.0,1.0,0.0,0.0,1.0,0.0,True,0.0,905.0,1.0,1.0,7.0,0.0,0.0,1.0,10,684.0,0.0,0.0,1.0,1
524,0.0,0.0,0.0,0,1,0.0,0.0,10000.0,0.0,False,87.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1116.0,0.0,1.0,5.0,0.0,0.0,1.0,48,440.0,0.0,0.0,1.0,1
525,1.0,0.0,0.0,0,2,1.0,98.0,12257.0,0.0,False,65.0,1.0,0.0,0.0,1.0,222.0,True,0.0,1328.0,1.0,0.0,8.2,0.0,0.0,1.0,12,728.05,0.0,0.0,1.0,1
526,0.0,0.0,0.0,1,2,1.0,60.0,11367.0,0.0,True,90.0,1.0,0.0,0.0,1.0,199.0,True,0.0,1091.0,0.0,0.0,7.0,0.0,0.0,1.0,4,586.0,0.0,0.0,1.0,1
527,0.0,0.0,0.0,1,1,1.0,0.0,12160.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,True,0.0,1505.0,1.0,1.0,6.0,0.0,0.0,1.0,56,505.0,0.0,0.0,1.0,0
528,1.0,0.0,0.0,1,1,1.6,0.0,11333.0,0.0,False,70.0,0.0,0.0,0.0,1.0,120.0,True,0.0,1062.0,0.0,0.0,5.0,0.0,0.0,1.0,31,539.0,0.0,0.0,1.0,0
529,0.0,0.0,0.0,1,2,1.0,112.0,7050.0,0.0,True,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1057.0,1.0,1.0,7.0,0.0,0.0,1.0,6,650.0,0.0,0.0,1.0,1
530,0.0,0.0,0.0,1,1,0.0,64.0,8072.0,0.0,False,60.0,0.0,0.0,0.0,1.0,0.0,True,0.0,990.0,1.0,1.0,5.0,0.0,0.0,1.0,14,480.0,0.0,0.0,1.0,0
531,0.0,0.0,0.0,0,1,0.0,0.0,7560.0,0.0,False,70.0,0.0,0.0,0.0,0.0,140.0,True,1.0,1040.0,1.0,1.0,6.0,0.0,0.0,1.0,47,286.0,0.0,0.0,0.0,0
532,0.0,0.0,1.0,0,2,1.6,98.0,13923.6,1.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1444.0,0.0,0.0,7.0,0.0,1.0,1.0,1,389.0,0.0,0.0,1.0,0
533,0.0,0.0,0.0,0,1,0.0,0.0,5720.0,1.0,False,52.0,0.0,0.0,0.0,0.0,26.0,True,0.0,676.0,1.0,1.0,5.0,0.0,0.0,1.0,59,200.0,0.0,0.0,1.0,1
534,1.0,0.0,0.0,1,1,1.6,0.0,11250.0,1.0,False,70.0,0.0,0.0,0.0,0.0,120.0,True,0.0,1104.0,1.0,0.0,8.0,0.0,0.0,1.0,20,304.0,0.0,0.0,0.0,0
536,0.0,0.0,0.0,0,2,1.0,0.0,11275.0,0.0,False,90.4,0.0,0.0,0.0,0.0,240.0,True,0.0,1692.3000000000002,0.0,1.0,8.2,0.0,0.0,1.0,3,564.0,0.0,0.0,1.0,1
537,1.0,0.0,0.0,0,2,0.0,0.0,8385.0,0.0,False,65.0,0.0,0.0,0.0,0.0,210.0,True,0.0,985.0,1.0,0.0,6.0,0.0,0.0,1.0,31,328.0,0.0,0.0,1.0,0
538,0.0,0.0,0.0,0,1,0.0,28.0,10712.0,0.0,False,63.0,0.0,0.0,0.0,1.0,0.0,False,0.0,974.0,1.0,0.0,5.0,0.0,0.0,1.0,15,0.0,0.0,1.0,1.0,0
539,0.0,0.0,0.0,0,2,0.0,48.0,9900.0,0.0,False,90.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1178.0,1.0,0.0,8.0,1.0,0.0,1.0,57,205.0,0.0,0.0,1.0,0
540,0.0,0.0,0.0,1,2,1.6,63.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,0.0,136.0,True,0.0,1687.0,0.0,1.0,8.2,1.0,0.0,1.0,39,672.0,0.0,0.0,1.0,1
541,0.0,0.0,0.0,1,1,0.0,0.0,12160.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1188.0,1.0,1.0,6.0,0.0,0.0,1.0,51,531.0,0.0,1.0,1.0,0
542,1.0,0.0,0.0,0,2,1.0,39.0,11146.0,0.0,True,87.0,0.0,0.0,0.0,1.0,169.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,3,728.05,0.0,0.0,1.0,0
543,0.0,0.0,0.0,0,1,0.0,28.0,1680.0,0.0,False,29.599999999999998,1.0,0.0,1.0,0.0,0.0,True,0.0,672.0,1.0,1.0,7.0,0.0,0.0,1.0,34,264.0,0.0,0.0,1.0,1
544,0.0,0.0,0.0,0,1,1.0,100.0,9786.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1077.0,1.0,1.0,6.0,1.0,0.0,0.0,56,210.0,0.0,0.0,1.0,0
545,0.0,0.0,0.0,0,2,0.0,34.0,11851.0,0.0,False,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1442.0,0.0,1.0,5.0,0.0,0.0,1.0,19,500.0,0.0,0.0,1.0,0
547,0.0,0.0,0.0,0,2,1.0,0.0,9600.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,689.0,1.0,1.0,7.0,1.0,0.0,1.0,3,360.0,0.0,0.0,1.0,0
548,0.0,0.0,1.0,1,1,0.0,0.0,8400.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,913.0,1.0,0.0,6.0,0.0,0.0,1.0,41,240.0,0.0,0.0,1.0,0
549,0.0,0.0,0.0,0,1,0.0,0.0,8470.0,1.0,False,90.4,0.0,0.0,0.0,0.0,0.0,False,0.0,1013.0,0.0,1.0,6.0,0.0,0.0,0.0,27,0.0,0.0,1.0,1.0,0
550,0.0,0.0,1.0,0,1,1.6,84.0,13700.0,0.0,False,70.0,1.0,0.0,0.0,0.0,60.0,True,0.0,902.0,1.0,0.0,8.0,0.0,0.0,1.0,20,492.0,0.0,0.0,1.0,2
551,0.0,0.0,0.0,0,2,0.0,0.0,13923.6,0.0,False,63.0,1.0,0.0,0.0,0.0,0.0,True,0.0,840.0,1.0,1.0,8.0,1.0,0.0,1.0,32,308.0,0.0,0.0,1.0,0
552,0.0,0.0,0.0,0,1,0.0,0.0,5232.0,0.0,False,30.0,0.0,0.0,0.0,0.0,0.0,True,0.0,764.0,1.0,1.0,4.0,1.0,0.0,0.0,4,504.0,0.0,0.0,0.0,0
553,1.0,0.0,0.0,1,1,1.0,0.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,1.0,227.0,True,0.0,1152.0,0.0,0.0,6.0,0.0,0.0,1.0,46,484.0,0.0,0.0,1.0,0
554,0.0,0.0,0.0,0,1,0.0,0.0,6600.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,894.0,1.0,1.0,5.0,0.0,0.0,0.0,47,308.0,0.0,0.0,1.0,0
555,0.0,0.0,0.0,0,1,0.0,0.0,8730.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,698.0,1.0,1.0,7.0,1.0,0.0,1.0,4,384.0,0.0,0.0,0.0,0
556,0.0,0.0,0.0,0,2,0.0,70.0,9453.0,0.0,False,70.0,1.0,0.0,0.0,1.0,273.6,True,0.0,1014.0,0.0,1.0,7.0,0.0,1.0,1.0,7,457.0,0.0,0.0,1.0,1
557,0.0,0.0,0.0,0,1,0.0,0.0,5000.0,1.0,False,63.0,0.0,0.0,0.0,0.0,0.0,True,0.0,889.0,0.0,1.0,6.0,1.0,0.0,0.0,56,352.0,0.0,0.0,0.0,0
558,0.0,0.0,0.0,0,2,1.0,44.0,11428.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1634.0,1.0,1.0,7.0,0.0,0.0,1.0,1,728.05,0.0,0.0,1.0,0
559,0.0,0.0,0.0,0,1,1.0,0.0,6120.0,0.0,False,51.0,0.0,1.0,0.0,0.0,0.0,False,0.0,800.0,1.0,1.0,4.0,1.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0
560,0.0,0.0,1.0,1,2,1.0,63.0,13923.6,0.0,True,90.4,0.0,0.0,0.0,1.0,250.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
561,0.0,0.0,0.0,0,1,1.0,0.0,11500.0,1.0,False,86.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1020.0,1.0,1.0,6.0,0.0,0.0,1.0,19,180.0,0.0,0.0,1.0,1
562,0.0,0.0,0.0,0,1,0.0,0.0,9439.0,1.0,False,52.0,0.0,0.0,0.0,0.0,0.0,True,0.0,912.0,1.0,1.0,6.0,0.0,0.0,1.0,57,160.0,0.0,0.0,0.0,0
563,0.0,0.0,0.0,0,2,1.0,80.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1692.3000000000002,0.0,1.0,8.2,0.0,1.0,1.0,3,508.0,0.0,0.0,1.0,0
564,0.0,0.0,0.0,1,2,0.0,44.0,2572.0,0.0,False,29.599999999999998,1.0,0.0,1.0,1.0,0.0,True,0.0,696.0,0.0,1.0,6.0,0.0,0.0,1.0,11,484.0,0.0,0.0,1.0,1
565,0.0,0.0,0.0,1,1,0.0,0.0,9738.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,949.0,1.0,1.0,7.0,1.0,0.0,1.0,56,392.0,0.0,0.0,1.0,0
566,0.0,0.0,0.0,1,1,0.0,0.0,8160.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,756.0,1.0,1.0,7.0,1.0,0.0,0.0,57,240.0,1.0,0.0,0.0,1
567,0.0,0.0,0.0,1,1,0.0,0.0,7200.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1136.0,1.0,1.0,7.0,0.0,0.0,1.0,27,240.0,0.0,0.0,0.0,1
568,0.0,0.0,0.0,0,2,1.0,87.0,9375.0,0.0,True,70.0,1.0,0.0,0.0,1.0,192.0,True,0.0,1284.0,1.0,1.0,7.0,0.0,0.0,1.0,5,647.0,0.0,0.0,1.0,1
569,0.0,0.0,0.0,1,2,1.6,112.0,8880.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1222.0,1.0,1.0,8.0,0.0,0.0,1.0,8,463.0,0.0,0.0,1.0,1
570,0.0,0.0,0.0,0,2,1.6,112.0,10440.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1584.0,0.0,1.0,8.0,1.0,0.0,1.0,58,520.0,0.0,1.0,1.0,0
571,0.0,0.0,0.0,1,1,0.0,0.0,9800.0,0.0,False,70.0,0.0,0.0,0.0,1.0,256.0,True,1.0,894.0,0.0,1.0,5.0,0.0,0.0,1.0,34,552.0,0.0,0.0,1.0,0
572,1.0,0.0,0.0,0,2,1.0,17.0,13923.6,0.0,True,58.0,1.0,0.0,0.0,1.0,100.0,True,0.0,879.0,1.0,0.0,8.2,0.0,0.0,1.0,0,660.0,0.0,0.0,1.0,1
574,0.0,0.0,0.0,1,1,1.6,112.0,8800.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1251.0,1.0,1.0,6.0,0.0,0.0,1.0,42,461.0,0.0,1.0,1.0,0
575,0.0,0.0,0.0,0,3,1.0,112.0,12090.0,0.0,False,78.0,0.0,0.0,0.0,0.0,268.0,True,0.0,1140.0,1.0,1.0,7.0,0.0,0.0,1.0,4,477.0,0.0,0.0,1.0,1
576,0.0,0.0,0.0,0,2,1.0,20.0,3684.0,0.0,True,53.0,0.0,0.0,0.0,1.0,143.0,True,0.0,1555.0,1.0,1.0,7.0,0.0,0.0,1.0,2,660.0,0.0,0.0,1.0,0
578,0.0,0.0,0.0,0,2,0.0,32.0,2117.0,0.0,False,70.0,1.0,0.0,1.0,1.0,0.0,True,0.0,769.0,1.0,1.0,5.0,0.0,0.0,1.0,10,440.0,0.0,0.0,1.0,1
579,1.0,0.0,0.0,1,2,1.6,48.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,233.0,True,0.0,1472.0,1.0,0.0,6.0,0.0,0.0,1.0,29,588.0,0.0,0.0,1.0,0
580,0.0,0.0,1.0,1,2,0.0,44.0,3675.0,0.0,True,35.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1072.0,1.0,0.0,5.0,0.0,0.0,1.0,0,525.0,0.0,0.0,1.0,0
581,0.0,0.0,0.0,0,1,1.0,0.0,1432.3999999999996,0.0,False,29.599999999999998,1.0,0.0,0.0,0.0,150.0,True,0.0,561.0,1.0,1.0,5.0,0.0,0.0,1.0,29,462.0,0.0,0.0,1.0,1
582,0.0,0.0,0.0,0,1,0.0,0.0,9353.0,0.0,False,71.0,0.0,0.0,0.0,0.0,0.0,True,0.0,864.0,1.0,1.0,5.0,0.0,0.0,1.0,36,280.0,0.0,0.0,1.0,0
583,1.0,0.0,0.0,1,1,0.0,0.0,1526.0,0.0,False,29.599999999999998,0.0,0.0,1.0,0.0,0.0,True,0.0,630.0,1.0,0.0,3.0,0.0,0.0,1.0,7,286.0,0.0,0.0,1.0,0
584,0.0,0.0,0.0,1,1,1.0,0.0,9492.0,1.0,False,79.0,0.0,0.0,0.0,0.0,0.0,True,0.0,968.0,1.0,1.0,6.0,0.0,0.0,1.0,57,240.0,0.0,0.0,1.0,0
585,0.0,0.0,0.0,0,1,0.0,0.0,9100.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,864.0,1.0,1.0,5.0,0.0,0.0,1.0,50,300.0,0.0,0.0,1.0,0
586,0.0,0.0,0.0,0,1,0.0,0.0,10594.0,0.0,False,55.0,0.0,1.0,0.0,0.0,0.0,True,0.0,789.0,1.0,1.0,5.0,1.0,0.0,0.0,57,200.0,0.0,1.0,1.0,0
587,0.0,0.0,0.0,0,2,1.0,0.0,7750.0,0.0,False,70.0,0.0,0.0,0.0,1.0,180.0,True,0.0,774.0,1.0,1.0,7.0,0.0,0.0,1.0,10,400.0,0.0,0.0,1.0,1
588,0.0,0.0,0.0,0,2,1.0,0.0,9790.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1342.0,1.0,1.0,7.0,0.0,0.0,1.0,42,457.0,0.0,0.0,1.0,0
589,0.0,0.0,0.0,1,2,0.0,39.0,8450.0,0.0,True,65.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1337.0,1.0,0.0,6.0,0.0,0.0,1.0,4,531.0,0.0,0.0,1.0,0
590,1.0,0.0,0.0,1,1,1.0,0.0,7200.0,0.0,False,72.0,0.0,0.0,0.0,0.0,273.6,True,1.0,1125.0,1.0,0.0,6.0,0.0,0.0,1.0,33,352.0,0.0,0.0,1.0,0
591,0.0,0.0,0.0,0,2,1.0,94.0,10141.0,0.0,False,74.0,1.0,0.0,0.0,1.0,0.0,True,0.0,885.0,0.0,1.0,7.0,0.0,0.0,1.0,11,427.0,0.0,0.0,1.0,1
592,1.0,0.0,0.0,0,2,1.0,38.0,8773.0,0.0,False,57.0,1.0,0.0,0.0,1.0,100.0,True,0.0,916.0,1.0,0.0,7.0,0.0,0.0,1.0,10,460.0,0.0,0.0,1.0,1
593,0.0,0.0,0.0,0,1,0.0,0.0,7420.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1057.0,1.0,1.0,6.0,0.0,0.0,1.0,45,576.0,0.0,0.0,1.0,0
594,0.0,0.0,0.0,0,1,0.0,0.0,5400.0,0.0,False,90.0,0.0,0.0,0.0,0.0,0.0,True,0.0,833.0,1.0,1.0,4.0,0.0,0.0,1.0,6,326.0,0.0,1.0,1.0,0
595,0.0,0.0,0.0,0,1,0.0,0.0,8414.0,0.0,False,70.0,0.0,0.0,0.0,0.0,192.0,True,0.0,1068.0,1.0,1.0,6.0,0.0,0.0,1.0,3,264.0,0.0,1.0,1.0,0
596,1.0,0.0,0.0,0,2,1.0,0.0,8767.0,0.0,True,65.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1310.0,1.0,0.0,6.0,0.0,0.0,1.0,1,400.0,0.0,0.0,1.0,0
597,1.0,0.0,0.0,1,2,1.0,61.0,10667.0,0.0,False,43.0,1.0,0.0,0.0,1.0,158.0,True,0.0,827.0,0.0,0.0,6.0,0.0,1.0,1.0,13,550.0,0.0,0.0,1.0,1
598,0.0,0.0,0.0,0,2,0.0,0.0,13923.6,0.0,True,85.0,1.0,0.0,0.0,1.0,135.0,True,0.0,993.0,1.0,1.0,8.2,0.0,0.0,1.0,8,431.0,0.0,0.0,1.0,1
600,0.0,0.0,0.0,0,1,1.0,0.0,7200.0,0.0,False,60.0,1.0,0.0,0.0,0.0,0.0,True,0.0,851.0,1.0,1.0,6.0,1.0,0.0,1.0,8,270.0,0.0,1.0,1.0,1
601,0.0,0.0,0.0,1,1,0.0,112.0,6204.0,0.0,False,60.0,0.0,0.0,0.0,1.0,0.0,True,0.0,954.0,1.0,1.0,8.2,0.0,0.0,0.0,56,440.0,0.0,0.0,1.0,0
602,0.0,1.0,0.0,0,2,0.0,57.0,13600.0,0.0,False,85.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1422.0,1.0,1.0,8.2,1.0,0.0,0.0,57,560.0,0.0,0.0,1.0,0
603,0.0,0.0,0.0,1,1,1.6,0.0,8400.0,0.0,False,70.0,0.0,0.0,0.0,0.0,114.0,True,0.0,1478.0,1.0,1.0,6.0,0.0,0.0,1.0,52,442.0,0.0,0.0,1.0,1
604,0.0,0.0,0.0,1,2,1.0,112.0,13923.6,0.0,True,90.4,1.0,0.0,0.0,1.0,239.0,True,0.0,1392.0,0.0,0.0,8.2,0.0,0.0,1.0,0,576.0,0.0,0.0,1.0,1
605,0.0,0.0,0.0,0,2,1.0,48.0,12393.0,0.0,True,41.0,1.0,0.0,0.0,1.0,100.0,True,0.0,847.0,0.0,1.0,8.0,0.0,0.0,1.0,1,434.0,0.0,0.0,1.0,1
606,0.0,0.0,1.0,1,1,0.0,0.0,8800.0,0.0,False,80.0,0.0,0.0,0.0,1.0,120.0,True,0.0,1054.0,1.0,0.0,6.0,0.0,0.0,1.0,47,480.0,0.0,1.0,1.0,0
607,0.0,0.0,0.0,0,1,1.0,0.0,13515.0,0.0,False,60.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1060.0,1.0,1.0,8.0,0.0,0.0,1.0,57,520.0,0.0,0.0,0.0,0
608,0.0,0.0,0.0,0,1,1.0,0.0,10500.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,False,0.0,864.0,0.0,1.0,5.0,0.0,0.0,1.0,39,0.0,0.0,0.0,1.0,0
609,0.0,0.0,1.0,1,1,0.0,0.0,8472.0,0.0,False,90.4,0.0,0.0,0.0,0.0,106.0,True,0.0,816.0,0.0,0.0,5.0,0.0,0.0,0.0,47,516.0,0.0,0.0,1.0,0
611,1.0,0.0,0.0,1,1,1.0,0.0,7819.0,0.0,False,90.4,0.0,0.0,0.0,0.0,144.0,True,0.0,1117.0,1.0,0.0,6.0,0.0,0.0,1.0,34,672.0,0.0,1.0,1.0,0
612,0.0,0.0,1.0,1,1,1.0,112.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,1.0,168.0,True,0.0,1432.0,0.0,0.0,5.0,0.0,0.0,1.0,29,588.0,0.0,0.0,1.0,1
613,0.0,0.0,1.0,1,2,1.0,36.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,1.0,262.0,True,0.0,1692.3000000000002,0.0,0.0,7.0,0.0,0.0,1.0,14,691.0,0.0,0.0,1.0,0
614,0.0,0.0,0.0,0,1,1.0,30.0,11310.0,0.0,False,75.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1375.0,1.0,1.0,5.0,0.0,0.0,1.0,52,451.0,0.0,0.0,1.0,0
615,1.0,0.0,0.0,0,2,0.0,59.0,11210.0,0.0,True,86.0,0.0,0.0,0.0,1.0,144.0,True,0.0,1614.0,1.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
616,0.0,0.0,0.0,0,2,1.0,46.0,9206.0,0.0,False,77.0,1.0,0.0,0.0,0.0,192.0,True,0.0,977.0,1.0,1.0,7.0,0.0,0.0,1.0,25,476.0,0.0,0.0,1.0,1
617,1.0,0.0,0.0,1,2,1.6,112.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,8,567.0,0.0,0.0,1.0,0
618,0.0,0.0,0.0,0,1,1.0,0.0,8281.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,1.0,864.0,1.0,1.0,5.0,0.0,0.0,1.0,44,360.0,0.0,0.0,1.0,0
619,0.0,0.0,0.0,1,2,1.0,0.0,12984.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1647.0,1.0,0.0,7.0,0.0,0.0,1.0,29,621.0,0.0,0.0,1.0,0
620,0.0,0.0,0.0,0,1,1.0,0.0,7844.0,0.0,False,74.0,1.0,0.0,0.0,0.0,0.0,True,0.0,672.0,1.0,1.0,6.0,0.0,0.0,1.0,28,440.0,0.0,0.0,1.0,1
621,1.0,0.0,0.0,1,1,0.0,76.0,12122.0,0.0,False,70.0,0.0,0.0,0.0,0.0,144.0,True,0.0,999.0,0.0,0.0,6.0,0.0,0.0,1.0,1,588.0,0.0,0.0,1.0,0
622,0.0,0.0,0.0,0,2,0.0,0.0,8125.0,0.0,True,65.0,1.0,0.0,0.0,1.0,0.0,True,0.0,822.0,1.0,1.0,7.0,0.0,0.0,1.0,1,562.0,0.0,0.0,1.0,1
623,0.0,0.0,0.0,0,1,0.0,0.0,8712.0,1.0,False,66.0,0.0,0.0,0.0,0.0,68.0,True,0.0,859.0,1.0,0.0,7.0,0.0,0.0,1.0,60,384.0,0.0,0.0,1.0,0
624,0.0,0.0,0.0,0,2,0.0,11.0,10300.0,0.0,False,50.0,1.0,0.0,0.0,0.0,12.0,True,0.0,902.0,1.0,1.0,8.2,1.0,0.0,1.0,60,480.0,0.0,0.0,1.0,0
625,0.0,1.0,0.0,1,1,0.0,0.0,13923.6,0.0,False,90.4,0.0,0.0,0.0,0.0,264.0,True,0.0,1056.0,1.0,0.0,5.0,0.0,0.0,0.0,51,572.0,0.0,0.0,1.0,0
626,0.0,0.0,0.0,1,1,1.0,112.0,10562.0,0.0,True,86.0,1.0,0.0,0.0,1.0,178.0,True,0.0,1610.0,1.0,1.0,8.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,1
627,0.0,0.0,0.0,0,1,0.0,0.0,7200.0,0.0,False,60.0,0.0,0.0,0.0,0.0,0.0,True,0.0,581.0,1.0,1.0,6.0,1.0,0.0,0.0,11,288.0,0.0,0.0,1.0,0
628,1.0,0.0,0.0,1,1,0.0,0.0,1477.0,0.0,False,29.599999999999998,0.0,0.0,0.0,0.0,0.0,True,0.0,630.0,1.0,0.0,3.0,0.0,0.0,1.0,39,286.0,0.0,0.0,1.0,0
631,0.0,0.0,0.0,1,1,0.0,98.0,5820.0,0.0,False,49.0,0.0,0.0,0.0,0.0,142.0,True,0.0,1163.0,1.0,1.0,6.0,0.0,0.0,1.0,1,220.0,0.0,0.0,1.0,0
632,0.0,0.0,1.0,1,1,0.0,0.0,10530.0,0.0,False,78.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1004.0,1.0,0.0,4.0,0.0,0.0,1.0,29,504.0,0.0,0.0,1.0,0
635,0.0,0.0,0.0,1,2,1.0,42.0,8125.0,0.0,False,65.0,0.0,0.0,0.0,1.0,224.0,True,0.0,1679.0,1.0,1.0,7.0,0.0,0.0,1.0,10,575.0,0.0,0.0,1.0,0
636,0.0,0.0,0.0,0,2,0.0,63.0,7892.0,0.0,False,55.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1199.0,1.0,1.0,5.0,0.0,0.0,1.0,15,530.0,0.0,0.0,1.0,0
637,0.0,0.0,0.0,1,2,0.0,98.0,8450.0,0.0,True,65.0,0.0,0.0,0.0,1.0,139.0,True,0.0,1436.0,1.0,0.0,8.0,0.0,0.0,1.0,4,484.0,0.0,0.0,1.0,0
638,0.0,0.0,0.0,0,1,1.6,40.0,11988.0,0.0,False,90.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1244.0,0.0,1.0,6.0,0.0,0.0,1.0,50,336.0,0.0,0.0,0.0,1
639,0.0,0.0,0.0,0,1,0.0,0.0,12735.0,0.0,False,70.0,0.0,0.0,0.0,0.0,216.0,True,0.0,864.0,0.0,1.0,5.0,0.0,0.0,1.0,36,576.0,0.0,0.0,1.0,0
640,0.0,0.0,0.0,1,2,1.0,0.0,9600.0,0.0,False,80.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1632.0,1.0,1.0,6.0,0.0,0.0,1.0,21,338.0,0.0,1.0,1.0,0
641,0.0,0.0,1.0,1,2,1.6,66.0,11443.0,0.0,True,88.0,0.0,0.0,0.0,1.0,273.6,True,0.0,1692.3000000000002,1.0,0.0,7.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,0
642,0.0,0.0,0.0,1,2,0.0,51.0,7153.0,0.0,False,70.0,0.0,0.0,0.0,0.0,112.0,True,1.0,1294.0,1.0,1.0,6.0,0.0,0.0,1.0,17,496.0,0.0,0.0,1.0,0
